id130,title,rank,province,alt,modern,description,country,batlas,awmc,dare,darmc,hanson,orbis,PECS,pleiades,topostext,TTPlace,trismegistos,vici,wikidata,wikipedia:en,start,latlon,lon,lat
497,Dium,6,Macedonia,Dion,Dion,"Dion was a settlement of Pieria located just south of Macedonia and held, traditionally, as the place of Orpheus' death and burial.",Greece,50 B4,160158,21904,34034,1152,,dion,491572,402225PDio,2030,,2208,990247,"Dion,_Pieria",-400,"40.17485,22.488682",22.488682,40.17485
498,Divona,6,Gallia Aquitania,,Cahors,Divona (Cahors) was the capital of the civitas of the Cadurci throughout the Roman period. It takes its name from a sacred spring (likely the Fontaine des Chartreux) and a ford on the Lot river.,France,14 G4,140192,150,22215,569,,divona,138329,444014UDCa,738,22875,2667,23047,,-27,"44.4463125,1.4417145",1.4417145,44.4463125
499,Doclea,6,Dalmatia,,Dukljia,"An ancient place, cited: BAtlas 49 B1 Doclea",Montenegro,49 B1,166471,16896,22223,525,50151,doclea,481808,425193UDoc,,15780,11079,1252942,Duklja_(town),-35,"42.468339,19.2652975",19.2652975,42.468339
500,Domavium,6,Dalmatia,,Gradina,"An ancient place, cited: BAtlas 21 B5 Domavium",Bosnia and Herzegovina,21 B5,150566,23362,22235,526,50152,,207088,,,,,,,-44,"44.143981,19.36267",19.36267,44.143981
501,Dora,6,Iudaea,Dor(a),Khirbet el Burj,"A coastal settlement of Phoenicia, now Tel Dor to the south of Haifa.",Israel,69 A4,162370,21661,22243,1356,,dora,678121,326349UDor,463,,35029,1243563,Tel_Dor,-323,"32.6169704024,34.9165259986",34.9165259986,32.6169704024
502,Dorylaion,6,Asia,,,Dorylaion was an important city in the north of Phrygia (modern Eskişehir in Turkey).,Türkiye,62 E2,147963,21256,11233,,50153,,609367,398305UDor,2152,16146,,1250866,Dorylaeum,-1750,"39.77489,30.51684",30.51684,39.77489
503,Drobeta,6,Moesia Superior,,Turnu Severin,Drobeta is a Dacian settlement that was conquered by the Romans in A.D. 101-2. Trajan's engineer Apollodorus of Damascus built a bridge here that spanned the Danube in 103-5.,Romania,21 E5,146701,21375,34628,1218,50154,drobeta,207100,,1749,29680,2068,4168259,,101,"44.629271,22.6571725",22.6571725,44.629271
504,Durnovaria,6,Britannia,Durno(no)varia,Dorchester,"An ancient place, cited: BAtlas 8 E4 Durno(no)varia",United Kingdom,8 E4,134628,20685,30222,389,50156,durnovaria,79431,507000UDur,,15256,3913,683162,Durnovaria,100,"50.7092845,-2.437165",-2.437165,50.7092845
505,Durovernum,6,Britannia,*Durovernum,Canterbury,"Durovernum Cantiacorum, modern Canterbury, was the site of a pre-Roman oppidum and, then, post A.D. 43 of a Roman fort.",United Kingdom,8 I3,160404,1889,30228,392,,durovernum-cantiacorum,79439,513011UXDu,546,3249,2920,1267451,Durovernum_Cantiacorum,70,"51.279876,1.08386",1.08386,51.279876
506,Dyme,6,Achaia,,Kato Achaia,"An ancient place, cited: BAtlas 58 B1 Dyme",Greece,58 B1,147400,21943,22286,32,,,570205,381216PDym,1905,,33369,1231662,,-600,"38.144625,21.551425",21.551425,38.144625
507,Ebora,6,Lusitania,,Evora,"A Roman city with likely Celtic roots and a long, subsequent architectural history, the historic center of modern Évora in Portugal was added to the UNESCO World Heritage List in 1986.",Portugal,26 C3,148915,16838,30233,1082,,ebora,256151,386000UEbo,,,3632,10269933,Évora,-57,"38.5717285,-7.9084865",-7.9084865,38.5717285
508,Ebusus,6,Hispania Tarraconensis,,Ebusus,"An ancient place, cited: BAtlas 27 G3 Ebusus",Spain,27 G3,167256,22443,30235,699,50448,,265883,,,,15995,473914,,-500,"38.908393,1.432146",1.432146,38.908393
509,Edessa,6,Macedonia,,Edessa,"An ancient place, cited: BAtlas 50 B3 Edessa",Greece,50 B3,167167,21890,33922,1154,,edessa-1,491585,408221PEde,2027,8338,,209978,"Edessa,_Greece",-600,"40.799718,22.053972",22.053972,40.799718
510,Egitania,6,Lusitania,*Igaeditania?,Idanha a Velha,"A Roman city whose name, Egitania (Civitas Igaeditanorum), was bestowed by the Swabians and Visigoths. This settlement achieved municipal status under the Flavian emperors.",Portugal,26 C2,138245,16868,30317,1083,,,256220,400000UXIg,,,10746,539370,,-50,"39.9962866263,-7.144916779",-7.144916779,39.9962866263
511,Elaea,6,Asia,,Kazikbaglari,"An ancient place, cited: BAtlas 56 E4 Elaea",Türkiye,56 E4,151228,21544,22314,275,,,550523,389271UEla,2217,620,3131,779669,Elaea_(Aeolis),-600,"38.941644,27.055256",27.055256,38.941644
512,Elephantine,6,Aegyptus,,Aswan,"A fortified settlement located just before the First Cataract of the Nile. During the Second Intermediate Period, Elephantine marked the southern border of Egypt.",Egypt,80 in,160255,22156,31353,126,,,786021,241329UEle,,621,11084,284009,Elephantine,-323,"24.08466,32.88599",32.88599,24.08466
513,Eleusis,6,Achaia,,Elefsina,"Eleusis, located some 22 km west of Athens, was the site of the cult of Demeter and the sanctuary in which the Eleusinian Mysteries were celebrated from the Bronze Age to the Roman Imperial period.",Greece,59 B2,156938,21987,31263,34,50162,eleusis,579920,380235PEle,1886,,,204905,Eleusis,-800,"38.041101,23.537401",23.537401,38.041101
514,Elusa,6,Arabia Petraea,Elousa,El Khalasa,"An ancient place, cited: BAtlas 70 F3 Elousa",Israel,70 F3,145693,21674,14899,235,,,687890,311347UElo,457,,2491,923921,Haluza,-323,"31.0968623154,34.6551246695",34.6551246695,31.0968623154
515,Emesa,6,Syria,(H)Emesa,Homs,"An ancient place, cited: BAtlas 68 C4 (H)Emesa",Syria,68 C4,140543,21719,13415,1335,50164,,668261,347367UEme,513,,2520,131301,Homs,-323,"34.7376565,36.719319",36.719319,34.7376565
516,Emona,6,Italia,,Ljubljana,"An ancient place, cited: BAtlas 20 B3 Emona",Slovenia,20 B3,144343,10717,22341,1050,50166,emona,197258,460145UEmo,1585,,1970,148327,Emona,-27,"46.051425,14.505963",14.505963,46.051425
517,Emporiae,6,Hispania Tarraconensis,,Empúries,"A major economic center in the Iberian peninsula, Emporiae (modern Empúries) had indigenous origins but would be the site of a large Greek colonial city.",Spain,25 I3,140334,18301,22342,700,50167,emporion,246382,421031PEmp,,27282,10776,1229367,Empúries,-520,"42.13342,3.1145495",3.1145495,42.13342
518,Enna,6,Sicilia,(H)Enna,Enna,The origins of (H)Enna are unclear. Some sources claim it was founded by Syracuse in 664 B.C. but the archaeological record suggests it is likely a Hellenized Sikel settlement.,Italy,47 E3,148741,22640,28030,1301,,enna,462236,376143UEnn,1500,,1902,13687,,-664,"37.56720465,14.28015265",14.28015265,37.56720465
519,Epidaurum,6,Dalmatia,,Cavtat,An ancient settlement of Illyria on the Adriatic coast. Modern Cavtat in Croatia.,Bosnia and Herzegovina,20 F7,151921,13933,22356,527,50528,epidaurum,197263,426182UEpi,1803,29349,2086,2989678,Epidaurum,-323,"42.58101,18.218868",18.218868,42.58101
520,Epiphaneia,6,Cilicia,Oeniandos,Oiniandos,"An ancient place, cited: BAtlas 67 C3 Oeniandos/Epiphaneia",Türkiye,67 C3,157014,21498,13430,454,50170,,658556,370361UEpi,2332,12632,,1347187,,-323,"36.9618923333,36.1544146667",36.1544146667,36.9618923333
521,Eporedia,6,Italia,,Ivrea,"A Roman military outpost during the Roman invasion of the Dora Baltea ca. 100 B.C., Eporedia was assigned to Regio XI.",Italy,39 B3,153200,1446,14908,1069,,eporedia,383642,45579UEpo,859,19939,2767,9409,,-100,"45.466604,7.875942",7.875942,45.466604
522,Eryx,6,Sicilia,,Erice,"An ancient, indigenous settlement of western Sicily, likely inhabited by the Elymians.",Italy,47 B2,138234,22637,28421,1302,,eryx,462201,380126UEry,,,,192917,Eryx_(Sicily),-600,"38.036517,12.583607",12.583607,38.036517
523,Euesperides,6,Creta et Cyrenaica,,,Euesperides was the westernmost Greek colony of Cyrenaica. The remains of the site are found on the outskirts of modern Benghazi near the north Libyan coast.,Libya,38 B1,159259,25152,22401,,50538,euesperides,373786,321201UEue,,,60241,,,-750,"32.145666,20.096022",20.096022,32.145666
524,Euonymon,6,Achaia,,,"An ancient place, cited: BAtlas 59 B3 Euonymon",Greece,59 B3,156111,25196,32831,38,,,579932,379237DEuo,,,,5409865,,-600,"37.9168675,23.7373815",23.7373815,37.9168675
525,Fabrateria Nova,6,Italia,,S. Giovanni Incarico,Fabrateria Nova received a Roman colony in 124 B.C. that was dispatched by Caius Gracchus. The relationship between Fabrateria Nova and the earlier Volscian site of Fabrateria Vetus remains unclear.,Italy,44 E2,163418,22562,28423,769,,,432825,415136UFab,1324,,3144,116828,,-124,"41.51929,13.558107",13.558107,41.51929
526,Faesulae,6,Italia,,Fiesole,"Faesulae (modern Fiesole) was an Etruscan foundation called Viesul, Viśl, or Vipsul. The city was conquered by Romans in 283 B.C. Sulla would settle Roman veterans there. Citizens of the town supported the conspiracy of Catiline.",Italy,42 A1,137022,10609,28425,972,,faesulae,413124,438113UFae,,,11034,3019577,,-400,"43.8070785,11.2926275",11.2926275,43.8070785
527,Fagifulae,6,Italia,,Montagano,Fagifulae was a center of the Pentrian Samnites.,Italy,44 G2,139323,22938,28426,886,,fagifulae,432827,417147UFag,,,58897,3738339,,-400,"41.644929,14.675129",14.675129,41.644929
528,Falerii Novi,6,Italia,Falerii,Civita Castellana,A fortified town located some 6 km from Falerii Veteres and established by the ancient Romans ca. 241 B.C.,Italy,42 C4,137065,16789,28113,973,,falerii-novi,413125,423124UFli,1220,,11745,1436362,,-220,"42.2999865672,12.3577600819",12.3577600819,42.2999865672
529,Falerio,6,Italia,,Falerone,"An ancient place, cited: BAtlas 42 E2 Falerio",Italy,42 E2,138908,22290,28428,911,,falerio,413127,,,14407,58432,59226,,-400,"43.105492,13.470265",13.470265,43.105492
530,Fanum Fortunae,6,Italia,,Fano,"Fanum Fortunae, the site of a shrine to Fortuna, is first mentioned in the ancient sources in 49 B.C. when Iulius Caesar held the town. An Augustan colony was established at the site and the Romans prevailed in the Battle of Fano in A.D. 271.",Italy,42 E1,133334,10565,28429,929,50171,fanum-fortunae,413129,438130UFFo,1146,32203,1654,13142,Battle_of_Fano,-27,"43.844902,13.016921",13.016921,43.844902
531,Ferentinum,6,Italia,,Ferentino,A Hernican town along the Via Latina that the Romans captured in 364 B.C. Later in the Republican period (after 195 B.C.) the city received Roman municipal status.,Italy,44 D2,134464,16771,28433,770,50173,ferentinum,432830,417133UFer,1323,,1780,50197,Ferentino,-400,"41.692693,13.253364",13.253364,41.692693
532,Ferentium,6,Italia,,Ferento,Ferentium (modern Ferento) was a city of Etruria first mentioned in the Liber Coloniarum ca. 123 BC that became a Roman municipium after the Social War.,Italy,42 C4,142615,21341,28434,974,,ferentium,413132,425121UFer,,,11037,597347,,-400,"42.48859,12.132177",12.132177,42.48859
533,Fidentia,6,Italia,,Fidenza,"Fidentia (modern Fidenza) began as a Roman castrum and in 41 BC it became a municipium. The settlement is located along the Via Aemilia, between Parma and Placentia.",Italy,39 G4,153201,16464,14916,1015,,,383648,,1063,,1602,100811,,-200,"44.865109,10.061732",10.061732,44.865109
534,Firmum Picenum,6,Italia,,Fermo,"Firmum Picenum was founded as a Latin colony in 264 B.C. with 6,000 colonists. It received municipal status after 48 B.C.",Italy,42 F2,138916,15297,28441,912,,firmum-picenum,413135,432137UFir,1184,32636,1681,13139,,-400,"43.1610772,13.7168264",13.7168264,43.1610772
535,Flanona,6,Italia,,Plomin,Flanona (modern Plomin) was an ancient Roman settlement in Istria.,Croatia,20 B4,132971,13921,22436,1052,,,197272,,,,21041,2268382,Plomin,-44,"45.1377845,14.1764485",14.1764485,45.1377845
536,Flavia Solva,6,Noricum,,Solfeld,Flavia Solva was a Celtic-Roman settlement located on the banks of the Mur river in Noricum.,Austria,20 C3,146550,10769,22437,1231,,flavia-solva,197273,,,28344,12874,201001,,69,"46.767482,15.562997",15.562997,46.767482
537,Florentia,6,Italia,,Firenze,Florentia (modern Florence / Firenze) was founded as a colony for military veterans ca. 80 B.C. by Lucius Cornelius Sulla.,Italy,42 A1,148753,1453,28443,976,50174,florentia,413138,438113UFlo,1086,,1615,16162230,,-41,"43.768755,11.256929",11.256929,43.768755
538,Formiae,6,Italia,,Formia,An ancient settlement of likely Greek origin along the Via Appia. Cicero was assassinated near Formiae (now Formia) in 43 B.C.,Italy,44 E3,159606,16716,28445,771,50175,formiae,432839,413136UFor,1437,,1849,128086,,-400,"41.255655,13.601067",13.601067,41.255655
539,Forum Hadriani,6,Germania Inferior,Aurelium Cananefatium,Arentsburg,Aurelium Cananefatium/Forum Hadriani (modern Voorburg) was the northernmost Roman city on the European continent. It was destroyed ca. AD 270.,Netherlands,10 A4,159509,13018,,662,,forum-hadriani,98918,,563,24466,83,2586986,Forum_Hadriani,1,"52.0602193,4.3486726",4.3486726,52.0602193
540,Forum Iulii,6,Gallia Narbonensis,Col. Forum Iulii,Fréjus,"Col. Forum Iulii (modern Fréjus) was a Roman military colony, most likely founded by Iulius Caesar, that served as a major naval base.",France,16 C3,160050,184,15678,645,50176,forum-julii-1,157836,434067UFIo,837,20682,2747,3078607,,-43,"43.4328295,6.7360345",6.7360345,43.4328295
541,Forum Iulii,6,Italia,,Cividale del Friuli,A settlement founded as a Roman municipium along the line of the Via Iulia Augusta by Julius Caesar ca. 50 BCE (cited: BAtlas 19 F3 Forum Iulii),Italy,19 F3,165400,1450,22447,1053,,forum-julii-2,187386,461134UFor,,,21076,53245,Cividale_del_Friuli,-50,"46.091866,13.4333385",13.4333385,46.091866
542,Frusino,6,Italia,,Frosinone,Frusino (modern Frosinone) was a town in Latium along the Via Latina that was originally a Volscian settlement.,Italy,44 D2,135368,22660,28465,773,,,432852,416134UFru,,,38324,13413,,-400,"41.64016,13.351922",13.351922,41.64016
543,Fulginiae,6,Italia,,Foligno,"Fulginiae was an ancient town of Umbria, Italy, on the later line of the Via Flaminia, ca. 20 km south of Nuceria.",Italy,42 D3,167156,16796,28466,931,,,413151,,,,58191,20436,,-400,"42.956143,12.703279",12.703279,42.956143
544,Fundi,6,Italia,,Fondi,Fundi achieved civitas sine suffragio after the Latin War in 338 B.C.,Italy,44 D3,154908,16713,28467,774,,fundi,432855,414134UFun,1436,,1848,128084,,-400,"41.357429,13.427922",13.427922,41.357429
545,Gadara,6,Arabia Petraea,Pompeia,Umm Qais,A Ptolemaic foundation in northern Jordan that eventually became part of the Decapolis.,Jordan,69 C4,152043,21654,10986,236,50178,gadara-2,678142,326356UGad,480,,2503,131955,Umm_Qais,-323,"32.655922,35.6781455",35.6781455,32.655922
546,Gagae,6,Lycia et Pamphylia,"Gagai, Palaion Teichos",Aktaş,"An ancient place, cited: BAtlas 65 D5 Gagai/Palaion Teichos",Türkiye,65 D5,161705,21437,13481,1115,,gagai,638842,,,12876,37849,,,-323,"36.2911173333,30.345197",30.345197,36.2911173333
547,Genetiva Iulia,6,Hispania Baetica,"Urso, Col. Genetiva Iulia",Osuna,"At the modern town of Osuna in Spain's Seville province, archaeological investigation has revealed an extensive Roman-era settlement. In 2022, an earlier ""Phoenician"" necropolis was discovered.",Spain,26 E4,145359,22432,10318,373,,Urso,256503,372000UUrs,,,3687,3552479,,-45,"37.246621,-5.099275",-5.099275,37.246621
548,Gigthis,6,Africa Proconsularis,,Bou Grara,"An ancient place, cited: BAtlas 35 C1 Gigthis",Tunisia,35 C1,151551,21858,22550,177,,gigthis,344380,,281,,30194,1523755,Boughrara,-200,"33.5324530195,10.6774951992",10.6774951992,33.5324530195
549,Glevum,6,Britannia,Col. Glevum,Gloucester,Site of a Roman legionary fortress (ca. 67 A.D.) and later colonia (founded ca. 97-98 A.D.) at modern day Gloucester.,United Kingdom,8 E3,162271,20686,30176,394,50186,glevum,79394,519000UCol,,15182,3901,360974,Glevum,96,"51.864956461,-2.2463302159",-2.2463302159,51.864956461
550,Gonnus,6,Achaia,Gonnoi,Gonnoussa,"An ancient place, cited: BAtlas 55 C1 Gonnoi",Greece,55 C1,155679,22743,22579,39,,gonnos,540793,399225UGon,,33485,,3494031,,-600,"39.858934,22.498138",22.498138,39.858934
551,Gorgippia,6,,"Gorgippia, Sindikos Limen",Anapa,Gorgippia/Sindikos Limen was a sixth century B.C. colony founded by Pontic Greeks on the site of Sinda.,Russia,84 C4,160639,22020,22583,,50648,gorgippia,825265,,,,,23742,Anapa,-750,"44.89409175,37.3100281",37.3100281,44.89409175
552,Gorsium,6,Pannonia Inferior,Herculia,Tác,"An ancient place, cited: BAtlas 20 F2 Gorsium/Herculia",Hungary,20 F2,143637,10847,22589,1271,,gorsium,197287,471184UGor,,28940,10519,1027637,,100,"47.0899955584,18.4205453087",18.4205453087,47.0899955584
553,Graviscae,6,Italia,,Porto Clementino,The port of the Etruscan city of Tarquinia.,Italy,42 B4,163440,21336,28483,979,,gravisca,413157,422117UGra,1253,,1727,1013831,,-181,"42.2126913652,11.710449846",11.710449846,42.2126913652
554,Grumentum,6,Italia,,Grumento,"Grumentum was an ancient settlement of Lucania, likely inhabited since the sixth century B.C. The site played a role in the Second Punic War and later became a bishopric in the fourth century A.D.",Italy,45 C4,139354,16741,28487,856,,grumentum,442603,403159UGru,1382,,1814,1550380,,-400,"40.2851925903,15.9069143331",15.9069143331,40.2851925903
555,Gunugu,6,Mauretania Caesariensis,,Sidi Brahim,"An ancient place, cited: BAtlas 30 C3 Gunugu",Algeria,30 C3,145393,22357,22459,1173,,,295268,,,,3932,109017684,,-33,"36.570982,1.90305",1.90305,36.570982
556,Gythium,6,Achaia,Gyth(e)ion,Gytheio,"An ancient place, cited: BAtlas 58 D4 Gyth(e)ion",Greece,58 D4,145047,21912,13007,40,50548,gythelon,570268,368226PGyt,1920,,2149,992256,Gytheio,-600,"36.7600725,22.5626005",22.5626005,36.7600725
557,Hadrianopolis,6,Creta et Cyrenaica,Kaukalou Kome?,Driana,"An ancient place, cited: BAtlas 38 B1 Hadrianopolis/Kaukalou Kome?",Libya,38 B1,141159,21853,13530,483,,,373824,324203UHad,341,,2451,5262560,Deriana,50,"32.35204,20.3072025",20.3072025,32.35204
558,Hadrianopolis,6,Asia,Stratonicaea,Eskihisar,"An ancient settlement of Lydia, located near modern Siledik in Turkey.",Türkiye,56 F3,136712,21197,24908,316,,,550898,392278UStr,,3580,,16330587,Stratonicea_(Lydia),-300,"39.142114,27.801765",27.801765,39.142114
559,Hadrianopolis,6,Lycia et Pamphylia,Olympus,Deliktaş,"An ancient place, cited: BAtlas 65 D5 Olympus/Hadrianopolis",Türkiye,65 D5,161712,21435,24009,1124,,olympos-2,639017,,,16426,11295,1380189,Olympos_(Lycia),-323,"36.3952646081,30.4733584117",30.4733584117,36.3952646081
560,Hadrianoupolis,6,Thracia,,Edirne,"An ancient place, cited: BAtlas 51 H1 Hadrianoupolis",Türkiye,51 H1,148232,23005,13531,1380,50187,,501428,417266PHad,2013,,2198,43387,Edirne,117,"41.676459,26.562891",26.562891,41.676459
561,Hadrumetum,6,Africa Proconsularis,Iustinianopolis,Sousse,"Hadrumetum/Iustinianopolis was an important ancient port in North Africa. Founded by Phoenicians, the site pre-dated Carthage.",Tunisia,33 G1,143569,21633,22646,178,50188,hadrumetum,324716,358106UHad,150,,1911,2736539,Sousse,-150,"35.825866,10.63878",10.63878,35.825866
562,Halicarnassus,6,Asia,Halikarnassos,Bodrum,"An ancient city in Caria, now known as Bodrum in Turkey.",Türkiye,61 E3,146973,21187,34645,280,50608,halikarnassos,599636,370274PHal,,732,7901,5843680,Mausoleum_at_Halicarnassus,-600,"37.042901,27.420201",27.420201,37.042901
